latitude,longitude,population_1km,population_3km,population_density,nearest_major_road_km,road_density,competitors_1km,competitors_3km,nearest_competitor_km,landuse_score,environment_risk_score,catchment_population_10m,catchment_population_20m,catchment_population_30m,target_readiness
22.348162,70.7,616.0,5397.0,196.1,0.445,0.58,0.0,0.0,5.0,50.0,100.0,5397.0,41372.0,251135.0,79.17
22.301656,70.859896,3296.0,30577.0,1049.1,0.541,0.34,0.0,0.0,5.0,50.0,100.0,30577.0,181466.0,516462.0,79.73
22.342952,70.754828,3091.0,31057.0,983.9,0.766,0.0,0.0,1.0,5.0,50.0,100.0,31057.0,307329.0,664885.0,77.68
22.343184,70.772908,3934.0,45573.0,1252.2,0.606,2.73,0.0,1.0,5.0,49.2,100.0,45573.0,351186.0,710834.0,78.65
22.253919,70.808967,11305.0,105135.0,3598.5,0.13,7.17,0.0,1.0,5.0,50.0,100.0,105135.0,440830.0,739435.0,87.97
22.372988,70.760655,1623.0,12480.0,516.6,3.918,0.45,0.0,0.0,5.0,50.0,100.0,12480.0,60785.0,342532.0,71.21
22.278787,70.834567,12789.0,108246.0,4070.9,0.06,7.13,0.0,0.0,5.0,73.3,100.0,108246.0,402925.0,697929.0,94.49
22.257989,70.735285,1819.0,36210.0,579.0,1.249,1.06,0.0,0.0,5.0,49.2,100.0,36210.0,316592.0,664488.0,74.39
22.333108,70.783616,6703.0,90638.0,2133.6,0.927,2.51,0.0,3.0,5.0,49.2,100.0,90638.0,477116.0,794239.0,73.2
22.237764,70.910486,557.0,4103.0,177.3,0.627,0.0,0.0,0.0,5.0,44.2,100.0,4103.0,17053.0,64918.0,75.27
22.31458,70.804975,11141.0,199567.0,3546.3,1.027,1.86,0.0,3.0,5.0,49.2,100.0,199567.0,568327.0,835203.0,73.81
22.347577,70.800563,4141.0,39374.0,1318.1,0.637,0.0,0.0,0.0,5.0,49.2,100.0,39374.0,268004.0,673782.0,76.76
22.297431,70.827936,6939.0,106554.0,2208.8,0.547,7.1,0.0,0.0,5.0,50.0,100.0,106554.0,477728.0,762096.0,85.03
22.228883,70.799176,1896.0,15722.0,603.5,0.217,3.97,0.0,0.0,5.0,50.0,100.0,15722.0,193882.0,566980.0,86.84
22.308315,70.784463,44422.0,286636.0,14140.0,0.48,3.52,2.0,7.0,5.0,50.0,100.0,286636.0,691047.0,837578.0,71.37
22.245725,70.78555,2800.0,49515.0,891.3,0.82,3.29,0.0,0.0,5.0,49.2,100.0,49515.0,415045.0,740649.0,78.18
22.361819,70.831286,2535.0,21785.0,806.9,2.594,0.48,0.0,0.0,5.0,49.2,100.0,21785.0,87769.0,349685.0,68.98
22.232436,70.775494,1981.0,16539.0,630.6,1.217,0.0,0.0,0.0,5.0,50.0,100.0,16539.0,199704.0,656532.0,73.79
22.375758,70.902582,523.0,3768.0,166.5,3.866,0.0,0.0,0.0,5.0,44.2,100.0,3768.0,16603.0,49816.0,68.45
22.265661,70.820219,33298.0,141788.0,10599.1,0.306,6.74,0.0,1.0,5.0,73.3,100.0,141788.0,459864.0,740762.0,90.49
22.276123,70.769609,46538.0,240053.0,14813.5,0.693,2.44,1.0,5.0,5.0,75.8,60.0,240053.0,669455.0,800058.0,70.42
22.246305,70.866458,1560.0,14951.0,496.6,1.106,0.0,0.0,0.0,5.0,44.2,100.0,14951.0,108100.0,285276.0,71.53
22.376762,70.72862,766.0,6482.0,243.8,2.706,0.86,0.0,0.0,5.0,50.0,100.0,6482.0,29022.0,174414.0,72.82
22.361307,70.784529,2745.0,24756.0,873.8,1.691,0.0,0.0,0.0,5.0,49.2,100.0,24756.0,136186.0,542975.0,68.7
22.347867,70.741448,1995.0,19682.0,635.0,0.64,0.91,0.0,0.0,5.0,50.0,100.0,19682.0,194580.0,570229.0,72.75
22.260428,70.900837,949.0,8079.0,302.1,0.324,0.75,0.0,0.0,5.0,44.2,100.0,8079.0,34547.0,135683.0,80.52
22.38,70.7,243.0,2116.0,77.3,1.329,1.1,0.0,0.0,5.0,50.0,100.0,2116.0,12137.0,55399.0,75.25
22.294649,70.82334,8261.0,155009.0,2629.6,0.251,5.33,0.0,3.0,5.0,50.0,60.0,155009.0,519680.0,798164.0,75.59
22.332949,70.890175,1493.0,12663.0,475.2,0.217,3.53,0.0,0.0,5.0,44.2,100.0,12663.0,52814.0,135115.0,82.07
22.227583,70.806135,1745.0,15200.0,555.5,0.479,2.46,0.0,0.0,5.0,50.0,100.0,15200.0,167245.0,527530.0,82.39
22.282687,70.768483,46483.0,305148.0,14796.0,0.081,6.25,2.0,5.0,5.0,50.0,20.0,305148.0,675568.0,807555.0,68.89
22.237893,70.779866,2087.0,24305.0,664.3,1.856,0.0,0.0,0.0,5.0,50.0,100.0,24305.0,289445.0,698886.0,69.44
22.373616,70.821667,2061.0,14573.0,656.0,2.235,0.0,0.0,0.0,5.0,50.0,100.0,14573.0,66833.0,259696.0,68.45
22.307189,70.817968,9198.0,149199.0,2927.8,0.04,5.57,0.0,2.0,5.0,50.0,100.0,149199.0,536431.0,823637.0,87.73
22.266015,70.870175,1851.0,19933.0,589.2,0.381,1.59,0.0,0.0,5.0,44.2,100.0,19933.0,131520.0,370460.0,82.25
22.253879,70.834366,6407.0,84819.0,2039.4,1.625,0.0,0.0,0.0,5.0,50.0,60.0,84819.0,262916.0,600621.0,70.13
22.248518,70.759179,2456.0,51965.0,781.8,0.377,2.68,0.0,0.0,5.0,49.2,100.0,51965.0,379914.0,722771.0,81.57
22.355188,70.781181,3085.0,29129.0,982.0,1.332,0.0,0.0,0.0,5.0,49.2,100.0,29129.0,188004.0,625998.0,73.28
22.338178,70.872633,2008.0,17919.0,639.2,0.972,0.0,0.0,0.0,5.0,44.2,100.0,17919.0,74680.0,223689.0,71.44
22.325235,70.879945,1753.0,17395.0,558.0,0.625,0.91,0.0,0.0,5.0,44.2,100.0,17395.0,71915.0,237221.0,76.12
22.22,70.866934,581.0,5275.0,184.9,0.789,0.0,0.0,0.0,5.0,50.0,100.0,5275.0,34731.0,158551.0,69.85
22.290092,70.778314,32916.0,374565.0,10477.5,0.007,6.94,0.0,9.0,5.0,73.3,100.0,374565.0,704303.0,828127.0,84.75
22.220385,70.917266,225.0,1633.0,71.6,0.337,2.24,0.0,0.0,5.0,44.2,100.0,1633.0,8663.0,29453.0,83.06
22.367887,70.87281,1141.0,9709.0,363.2,3.891,1.09,0.0,0.0,5.0,44.2,100.0,9709.0,40769.0,106432.0,69.17
22.378201,70.788241,1426.0,12025.0,453.9,1.18,0.0,0.0,0.0,5.0,50.0,100.0,12025.0,60145.0,273719.0,71.59
22.300102,70.75227,35187.0,259490.0,11200.4,1.652,3.06,1.0,7.0,5.0,49.2,100.0,259490.0,602071.0,778874.0,68.92
22.370023,70.731703,1114.0,8997.0,354.6,2.319,0.96,0.0,0.0,5.0,50.0,100.0,8997.0,39861.0,262504.0,70.38
22.376828,70.822878,1608.0,12504.0,511.8,2.3,0.0,0.0,0.0,5.0,50.0,100.0,12504.0,58973.0,220188.0,68.56
22.286912,70.799253,72310.0,290486.0,23017.0,0.084,4.79,2.0,4.0,5.0,75.0,20.0,290486.0,660690.0,835900.0,67.57
22.273859,70.760785,35141.0,211666.0,11185.7,0.248,8.3,0.0,5.0,5.0,50.0,60.0,211666.0,635436.0,781614.0,79.14
22.313482,70.837273,5405.0,49918.0,1720.5,0.256,2.67,0.0,0.0,5.0,49.2,100.0,49918.0,385352.0,682001.0,85.91
22.281229,70.843462,5730.0,73314.0,1823.9,0.562,1.52,0.0,0.0,5.0,50.0,100.0,73314.0,353061.0,656403.0,77.56
22.30401,70.777048,39141.0,320195.0,12459.0,0.89,3.03,2.0,7.0,5.0,73.3,100.0,320195.0,686228.0,831683.0,75.46
22.249239,70.887144,1051.0,10168.0,334.5,0.153,2.55,0.0,0.0,5.0,44.2,100.0,10168.0,50735.0,177948.0,84.1
22.349779,70.828821,3474.0,30991.0,1105.8,1.237,0.0,0.0,0.0,5.0,49.2,100.0,30991.0,129780.0,477372.0,75.29
22.356323,70.862048,1788.0,16444.0,569.1,2.389,1.11,0.0,0.0,5.0,44.2,100.0,16444.0,65538.0,175632.0,69.98
22.341097,70.780462,4290.0,55858.0,1365.5,0.149,5.33,0.0,1.0,5.0,49.2,100.0,55858.0,375215.0,741992.0,82.86
22.24365,70.778279,2486.0,43088.0,791.3,1.517,1.85,0.0,0.0,5.0,49.2,100.0,43088.0,376292.0,731119.0,75.86
22.375776,70.760442,1354.0,11037.0,431.0,3.991,0.56,0.0,0.0,5.0,50.0,100.0,11037.0,53056.0,292017.0,66.31
22.333754,70.823764,5013.0,46808.0,1595.7,0.573,1.69,0.0,0.0,5.0,49.2,100.0,46808.0,324274.0,674863.0,81.03
22.339298,70.842281,3300.0,32281.0,1050.4,0.259,1.89,0.0,0.0,5.0,49.2,100.0,32281.0,133132.0,508164.0,83.57
22.328178,70.84693,4026.0,35251.0,1281.5,0.59,0.63,0.0,0.0,5.0,49.2,100.0,35251.0,164897.0,542540.0,77.03
22.241113,70.856197,1595.0,16534.0,507.7,1.757,0.0,0.0,0.0,5.0,50.0,100.0,16534.0,129017.0,334195.0,69.16
22.376018,70.877306,813.0,6402.0,258.8,4.707,0.91,0.0,0.0,5.0,44.2,100.0,6402.0,29860.0,82648.0,66.38
22.277758,70.867144,2446.0,24954.0,778.6,0.719,0.79,0.0,0.0,5.0,44.2,100.0,24954.0,154103.0,435404.0,77.14
22.243492,70.801379,3006.0,54146.0,956.8,0.124,8.25,0.0,1.0,5.0,50.0,100.0,54146.0,352415.0,700891.0,87.4
22.341215,70.745237,2598.0,27279.0,827.0,0.092,2.51,0.0,1.0,5.0,50.0,100.0,27279.0,284031.0,641284.0,76.89
22.327889,70.894439,1321.0,12073.0,420.5,0.562,0.36,0.0,0.0,5.0,44.2,100.0,12073.0,49662.0,130227.0,73.31
22.356148,70.916904,486.0,4013.0,154.7,1.362,0.0,0.0,0.0,5.0,44.2,100.0,4013.0,17406.0,50862.0,73.7
22.226553,70.844773,1293.0,10242.0,411.6,1.188,0.0,0.0,0.0,5.0,50.0,100.0,10242.0,108804.0,294836.0,74.01
22.334443,70.740707,2456.0,37456.0,781.8,0.065,1.09,0.0,2.0,5.0,50.0,100.0,37456.0,323820.0,650571.0,79.22
22.255788,70.813659,15974.0,113012.0,5084.7,0.033,7.14,0.0,1.0,5.0,73.3,100.0,113012.0,432452.0,728726.0,91.71
22.331651,70.788633,6908.0,95487.0,2198.9,1.349,3.5,0.0,3.0,5.0,49.2,100.0,95487.0,477137.0,806263.0,73.03
22.233627,70.790033,2101.0,19269.0,668.8,1.104,1.84,0.0,0.0,5.0,50.0,100.0,19269.0,246555.0,648441.0,80.77
22.330642,70.8814,1786.0,15937.0,568.5,0.114,4.83,0.0,0.0,5.0,44.2,100.0,15937.0,67134.0,188857.0,82.98
22.227035,70.795213,1696.0,13859.0,539.9,0.641,0.76,0.0,0.0,5.0,50.0,100.0,13859.0,175179.0,559788.0,75.03
22.268955,70.768299,41290.0,173097.0,13143.0,1.178,3.24,1.0,3.0,5.0,75.8,100.0,173097.0,647668.0,786169.0,74.23
22.261614,70.702288,667.0,6320.0,212.3,0.308,1.97,0.0,0.0,5.0,44.2,100.0,6320.0,124991.0,359753.0,81.29
22.348624,70.914325,657.0,4831.0,209.1,0.66,0.0,0.0,0.0,5.0,44.2,100.0,4831.0,21649.0,60587.0,74.19
22.266949,70.885126,1358.0,13236.0,432.3,1.31,0.0,0.0,0.0,5.0,44.2,100.0,13236.0,77765.0,236572.0,73.5
22.276676,70.749705,16371.0,229803.0,5211.1,0.598,1.61,0.0,7.0,5.0,0.0,20.0,229803.0,577126.0,756335.0,8.23
22.281862,70.783857,24806.0,342200.0,7896.0,0.075,3.74,0.0,6.0,5.0,0.0,20.0,342200.0,707007.0,824262.0,9.16
22.330037,70.841485,4268.0,37782.0,1358.5,0.754,0.0,0.0,0.0,5.0,49.2,100.0,37782.0,194867.0,567328.0,74.0
22.240438,70.811867,2554.0,49602.0,813.0,0.568,3.02,0.0,1.0,5.0,50.0,100.0,49602.0,281106.0,621523.0,78.86
22.242044,70.917937,435.0,3219.0,138.5,1.497,0.0,0.0,0.0,5.0,44.2,100.0,3219.0,14849.0,51502.0,70.71
22.265293,70.836645,18456.0,96065.0,5874.7,1.022,0.0,0.0,1.0,5.0,75.0,60.0,96065.0,330013.0,646425.0,71.59
22.265445,70.829085,25195.0,117424.0,8019.8,0.403,2.72,0.0,1.0,5.0,73.3,60.0,117424.0,392797.0,687384.0,80.54
22.281484,70.784292,24558.0,344250.0,7817.1,0.108,3.8,0.0,7.0,5.0,0.0,20.0,344250.0,706347.0,824181.0,9.19
22.2386,70.880498,1076.0,9241.0,342.5,0.087,1.05,0.0,0.0,5.0,44.2,100.0,9241.0,49154.0,175883.0,83.5
22.356792,70.705385,828.0,6035.0,263.6,0.511,1.11,0.0,0.0,5.0,50.0,100.0,6035.0,33866.0,229891.0,80.34
22.225877,70.761743,1421.0,10201.0,452.3,0.376,1.89,0.0,0.0,5.0,50.0,100.0,10201.0,111776.0,558693.0,79.39
22.30628,70.830203,7005.0,66712.0,2229.8,0.046,8.45,0.0,0.0,5.0,50.0,100.0,66712.0,452419.0,745165.0,86.55
22.296369,70.73426,47201.0,173992.0,15024.5,0.609,0.53,1.0,5.0,5.0,75.8,100.0,173992.0,452863.0,699704.0,73.83
22.328444,70.832435,4909.0,45336.0,1562.6,1.049,0.48,0.0,0.0,5.0,49.2,100.0,45336.0,303465.0,647576.0,74.77
22.32712,70.910559,826.0,6794.0,262.9,1.57,0.0,0.0,0.0,5.0,44.2,100.0,6794.0,31453.0,84538.0,73.51
22.330608,70.91398,769.0,5847.0,244.8,1.247,0.0,0.0,0.0,5.0,44.2,100.0,5847.0,27390.0,74911.0,67.34
22.376114,70.730578,883.0,6832.0,281.1,2.776,1.16,0.0,0.0,5.0,50.0,100.0,6832.0,30860.0,184854.0,71.64
22.307824,70.851336,4138.0,37416.0,1317.2,1.141,0.0,0.0,0.0,5.0,50.0,100.0,37416.0,257615.0,582060.0,72.87
22.227385,70.742217,1064.0,8363.0,338.7,2.112,0.0,0.0,0.0,5.0,50.0,100.0,8363.0,84604.0,446217.0,70.94
22.320986,70.829526,5779.0,54077.0,1839.5,0.458,2.26,0.0,0.0,5.0,49.2,100.0,54077.0,388951.0,708313.0,82.74
22.346426,70.739925,2122.0,19809.0,675.5,0.444,2.46,0.0,0.0,5.0,50.0,100.0,19809.0,205558.0,571722.0,81.38
22.35264,70.749891,2134.0,20660.0,679.3,1.437,0.0,0.0,0.0,5.0,50.0,100.0,20660.0,169791.0,572381.0,73.4
22.327363,70.801292,7749.0,101960.0,2466.6,1.124,1.2,0.0,1.0,5.0,49.2,100.0,101960.0,458003.0,819289.0,74.41
22.349985,70.825844,3536.0,31642.0,1125.5,1.225,0.28,0.0,0.0,5.0,49.2,100.0,31642.0,144840.0,490062.0,70.59
22.3283,70.765426,6229.0,95266.0,1982.8,0.313,5.35,1.0,3.0,5.0,50.0,100.0,95266.0,544555.0,761359.0,79.38
22.322267,70.916654,669.0,5437.0,212.9,2.211,0.0,0.0,0.0,5.0,44.2,100.0,5437.0,26498.0,75134.0,68.18
22.235411,70.916018,419.0,3064.0,133.4,0.901,0.0,0.0,0.0,5.0,44.2,100.0,3064.0,13725.0,48007.0,74.53
22.30909,70.882808,1938.0,17277.0,616.9,0.68,0.0,0.0,0.0,5.0,44.2,100.0,17277.0,74804.0,283373.0,71.26
22.331013,70.862805,2603.0,24069.0,828.6,0.238,4.72,0.0,0.0,5.0,44.2,100.0,24069.0,100360.0,419836.0,85.81
22.306046,70.782671,48744.0,303611.0,15515.7,0.558,3.36,2.0,8.0,5.0,73.3,100.0,303611.0,695012.0,837102.0,73.98
22.22,70.812129,887.0,9272.0,282.3,0.595,0.07,0.0,0.0,5.0,50.0,100.0,9272.0,112505.0,406449.0,76.43
22.357098,70.774966,2923.0,26510.0,930.4,1.681,0.0,0.0,0.0,5.0,49.2,100.0,26510.0,161512.0,603010.0,70.29
22.331771,70.78583,6467.0,96801.0,2058.5,1.2,3.09,0.0,3.0,5.0,49.2,100.0,96801.0,483633.0,803421.0,76.18
22.250718,70.831293,5158.0,84569.0,1641.8,1.282,0.0,0.0,1.0,5.0,50.0,100.0,84569.0,257397.0,596317.0,72.53
22.37925,70.799489,1306.0,11923.0,415.7,0.121,1.63,0.0,0.0,5.0,50.0,100.0,11923.0,58644.0,251024.0,84.54
22.227036,70.841749,1471.0,11062.0,468.2,1.474,0.22,0.0,0.0,5.0,50.0,100.0,11062.0,114537.0,321945.0,73.19
22.282331,70.763522,45570.0,274011.0,14505.4,0.226,4.1,2.0,5.0,5.0,50.0,60.0,274011.0,657017.0,799355.0,67.76
22.320714,70.760673,8525.0,142421.0,2713.6,0.7,0.0,0.0,5.0,5.0,50.0,100.0,142421.0,585308.0,770815.0,73.22
22.345909,70.736312,1907.0,18935.0,607.0,0.219,2.77,0.0,0.0,5.0,50.0,100.0,18935.0,194291.0,553489.0,84.99
22.26171,70.727657,1718.0,31979.0,546.9,0.696,1.67,0.0,0.0,5.0,50.0,100.0,31979.0,306357.0,631370.0,76.79
22.253874,70.90989,742.0,5494.0,236.2,1.467,0.0,0.0,0.0,5.0,44.2,100.0,5494.0,23570.0,91815.0,72.15
22.375722,70.746172,1154.0,8968.0,367.3,3.633,0.0,0.0,0.0,5.0,50.0,100.0,8968.0,42534.0,246511.0,68.6
22.331192,70.817315,5723.0,54781.0,1821.7,0.222,4.29,0.0,0.0,5.0,49.2,100.0,54781.0,373895.0,748721.0,87.5
22.345079,70.73962,1980.0,20424.0,630.3,0.292,2.71,0.0,0.0,5.0,50.0,100.0,20424.0,218135.0,585588.0,82.33
22.321505,70.78864,13663.0,181000.0,4349.1,0.469,2.07,0.0,4.0,5.0,49.2,100.0,181000.0,584296.0,828032.0,76.74
22.289168,70.836525,5669.0,84255.0,1804.5,0.033,6.06,0.0,0.0,5.0,0.0,20.0,84255.0,410582.0,700960.0,10.17
22.38,70.829729,1003.0,9965.0,319.3,2.988,1.0,0.0,0.0,5.0,50.0,100.0,9965.0,50381.0,159629.0,68.64
22.310288,70.78525,42703.0,267831.0,13592.8,0.448,3.84,2.0,6.0,5.0,50.0,100.0,267831.0,684867.0,836970.0,72.95
22.358412,70.873557,1462.0,12837.0,465.4,2.935,0.93,0.0,0.0,5.0,44.2,100.0,12837.0,50223.0,125990.0,71.57
22.350754,70.754249,2555.0,23543.0,813.3,1.463,0.0,0.0,1.0,5.0,50.0,100.0,23543.0,196100.0,614621.0,67.43
22.248992,70.827886,4298.0,85544.0,1368.1,0.954,0.0,0.0,1.0,5.0,50.0,100.0,85544.0,264336.0,603769.0,72.28
22.263072,70.726149,1518.0,32760.0,483.2,0.508,2.88,0.0,1.0,5.0,50.0,100.0,32760.0,305914.0,625332.0,80.3
22.369072,70.733539,1187.0,9746.0,377.8,2.366,1.07,0.0,0.0,5.0,50.0,100.0,9746.0,43741.0,278682.0,71.96
22.313582,70.749555,10974.0,190022.0,3493.1,1.87,4.67,0.0,7.0,5.0,49.2,100.0,190022.0,557206.0,746144.0,69.95
22.35794,70.779027,2928.0,26423.0,932.0,1.664,0.0,0.0,0.0,5.0,49.2,100.0,26423.0,159594.0,592646.0,69.09
22.237081,70.733018,1139.0,10271.0,362.6,2.568,1.17,0.0,0.0,5.0,50.0,100.0,10271.0,130792.0,486675.0,70.16
22.291257,70.803661,52880.0,272633.0,16832.2,0.407,5.22,2.0,4.0,5.0,75.0,60.0,272633.0,644830.0,839173.0,73.73
22.337891,70.839933,3892.0,33895.0,1238.9,0.073,2.1,0.0,0.0,5.0,49.2,100.0,33895.0,149693.0,529452.0,84.95
22.321894,70.831462,5669.0,50983.0,1804.5,0.68,0.87,0.0,0.0,5.0,49.2,100.0,50983.0,371251.0,689092.0,75.87
22.340281,70.868946,1990.0,19111.0,633.4,0.953,0.0,0.0,0.0,5.0,44.2,100.0,19111.0,77374.0,246697.0,74.33
22.301937,70.749484,34904.0,241299.0,11110.3,1.932,1.88,0.0,8.0,5.0,49.2,100.0,241299.0,587001.0,766059.0,67.39
22.25916,70.840076,8490.0,79409.0,2702.5,1.603,0.0,0.0,0.0,5.0,75.0,60.0,79409.0,262639.0,593981.0,68.57
22.350561,70.724394,1329.0,13033.0,423.0,0.244,2.46,0.0,0.0,5.0,50.0,100.0,13033.0,102271.0,409661.0,84.38
22.331775,70.837075,4656.0,38944.0,1482.1,0.621,0.0,0.0,0.0,5.0,49.2,100.0,38944.0,221418.0,589092.0,76.35
22.286742,70.798908,69221.0,292295.0,22033.7,0.117,5.08,2.0,4.0,5.0,75.0,20.0,292295.0,660543.0,835754.0,70.8
22.24421,70.725415,1168.0,10851.0,371.8,2.356,0.0,0.0,0.0,5.0,44.2,100.0,10851.0,165577.0,472060.0,69.93
22.220712,70.767758,810.0,8313.0,257.8,0.035,0.68,0.0,0.0,5.0,50.0,100.0,8313.0,83635.0,493557.0,81.98
22.23165,70.780527,1872.0,15948.0,595.9,1.659,0.0,0.0,0.0,5.0,50.0,100.0,15948.0,205827.0,646780.0,70.01
22.28253,70.861847,2706.0,31389.0,861.3,0.805,0.0,0.0,0.0,5.0,44.2,100.0,31389.0,188882.0,482495.0,74.78
22.360194,70.90833,610.0,5217.0,194.2,2.06,0.0,0.0,0.0,5.0,44.2,100.0,5217.0,20581.0,59023.0,69.26
22.335221,70.82483,4825.0,43677.0,1535.8,0.403,2.22,0.0,0.0,5.0,49.2,100.0,43677.0,298089.0,656612.0,83.9
22.347123,70.838935,3251.0,29152.0,1034.8,1.076,0.0,0.0,0.0,5.0,49.2,100.0,29152.0,116097.0,459693.0,74.41
22.38,70.814165,1148.0,11027.0,365.4,1.383,0.0,0.0,0.0,5.0,50.0,100.0,11027.0,55245.0,208397.0,72.57
22.283987,70.753206,36381.0,267756.0,11580.4,1.092,6.26,0.0,6.0,5.0,49.2,60.0,267756.0,609055.0,775962.0,68.33
22.379373,70.75432,931.0,8466.0,296.3,4.364,0.0,0.0,0.0,5.0,50.0,100.0,8466.0,41768.0,221800.0,67.16
22.332716,70.703292,819.0,8455.0,260.7,1.128,0.89,0.0,0.0,5.0,50.0,100.0,8455.0,111592.0,350291.0,75.74
22.252151,70.909487,730.0,5436.0,232.4,1.533,0.43,0.0,0.0,5.0,44.2,100.0,5436.0,23197.0,90389.0,68.32
22.336511,70.740612,2379.0,32428.0,757.3,0.117,1.71,0.0,1.0,5.0,50.0,100.0,32428.0,305226.0,643719.0,79.3
22.253417,70.769312,5089.0,84729.0,1619.9,1.397,3.13,0.0,1.0,5.0,49.2,100.0,84729.0,511506.0,754176.0,75.91
22.370493,70.823126,2066.0,17079.0,657.6,2.397,0.0,0.0,0.0,5.0,50.0,100.0,17079.0,71852.0,292079.0,70.6
22.38,70.799847,1163.0,11481.0,370.2,0.083,1.48,0.0,0.0,5.0,50.0,100.0,11481.0,56309.0,240707.0,82.01
22.225342,70.844535,1235.0,9737.0,393.1,1.13,0.0,0.0,0.0,5.0,50.0,100.0,9737.0,102423.0,281825.0,73.3
22.237464,70.851037,1599.0,16329.0,509.0,1.744,0.0,0.0,0.0,5.0,50.0,100.0,16329.0,131197.0,346777.0,70.0
22.287322,70.835302,6541.0,93546.0,2082.1,0.133,6.59,0.0,0.0,5.0,50.0,20.0,93546.0,414049.0,710983.0,76.08
22.321334,70.736999,6143.0,93685.0,1955.4,0.587,4.91,0.0,2.0,5.0,49.2,100.0,93685.0,386866.0,668906.0,82.48
22.285514,70.787229,41649.0,349844.0,13257.3,0.462,4.92,0.0,7.0,5.0,50.0,20.0,349844.0,711382.0,830877.0,68.81
22.277347,70.823625,17158.0,167771.0,5461.6,0.715,3.5,0.0,3.0,5.0,73.3,100.0,167771.0,489713.0,762363.0,85.75
22.368277,70.718304,926.0,7067.0,294.8,1.307,0.0,0.0,0.0,5.0,50.0,100.0,7067.0,30639.0,208720.0,75.83
22.351191,70.770649,3167.0,29902.0,1008.1,1.349,0.86,0.0,1.0,5.0,49.2,100.0,29902.0,224901.0,651984.0,73.26
22.307091,70.797339,44712.0,267296.0,14232.3,0.052,5.38,0.0,5.0,5.0,50.0,100.0,267296.0,661762.0,843016.0,84.14
22.363366,70.796946,2809.0,24178.0,894.1,0.404,1.5,0.0,0.0,5.0,50.0,100.0,24178.0,117986.0,471582.0,82.21
22.258939,70.839459,9167.0,79068.0,2917.9,1.654,0.0,0.0,0.0,5.0,75.0,60.0,79068.0,268002.0,597459.0,69.86
22.283901,70.859295,2862.0,34968.0,911.0,0.898,0.0,0.0,0.0,5.0,44.2,100.0,34968.0,211546.0,511182.0,74.49
22.268815,70.875347,1839.0,16673.0,585.4,0.943,0.77,0.0,0.0,5.0,44.2,100.0,16673.0,110201.0,335048.0,76.12
22.264277,70.911486,723.0,5877.0,230.1,1.41,0.0,0.0,0.0,5.0,44.2,100.0,5877.0,26509.0,98835.0,71.46
22.376442,70.731975,820.0,6894.0,261.0,2.895,1.2,0.0,0.0,5.0,50.0,100.0,6894.0,31385.0,187004.0,69.01
22.367128,70.852129,1703.0,13966.0,542.1,3.451,0.0,0.0,0.0,5.0,50.0,100.0,13966.0,58398.0,160220.0,69.67
22.259696,70.753983,5017.0,102348.0,1597.0,0.004,2.65,0.0,1.0,5.0,49.2,100.0,102348.0,491616.0,740150.0,83.77
22.344493,70.764652,3071.0,36966.0,977.5,1.227,2.67,0.0,1.0,5.0,50.0,100.0,36966.0,316280.0,684231.0,73.65
22.361003,70.827504,2415.0,23334.0,768.7,2.458,0.98,0.0,0.0,5.0,49.2,100.0,23334.0,93187.0,378502.0,71.85
22.34215,70.738721,2005.0,22334.0,638.2,0.037,2.82,0.0,0.0,5.0,50.0,100.0,22334.0,244566.0,601721.0,83.22
22.318277,70.752116,6561.0,155188.0,2088.4,1.591,2.6,0.0,6.0,5.0,0.0,100.0,155188.0,552983.0,744966.0,9.06
22.256449,70.726398,1571.0,18606.0,500.1,1.228,0.97,0.0,0.0,5.0,50.0,100.0,18606.0,277104.0,598818.0,78.28
22.362694,70.703901,679.0,4945.0,216.1,0.057,2.11,0.0,0.0,5.0,50.0,100.0,4945.0,24102.0,174372.0,85.97
22.230449,70.895761,657.0,5308.0,209.1,0.897,0.0,0.0,0.0,5.0,44.2,100.0,5308.0,20913.0,97768.0,73.28
22.226721,70.76563,1436.0,11169.0,457.1,0.03,1.99,0.0,0.0,5.0,50.0,100.0,11169.0,125408.0,583724.0,85.08
22.234719,70.71721,857.0,6632.0,272.8,2.95,0.0,0.0,0.0,5.0,44.2,100.0,6632.0,45392.0,324521.0,68.1
22.311942,70.829473,6380.0,61224.0,2030.8,0.001,8.61,0.0,0.0,5.0,49.2,100.0,61224.0,439916.0,737538.0,90.58
22.334222,70.841777,3732.0,35137.0,1187.9,0.29,1.83,0.0,0.0,5.0,49.2,100.0,35137.0,159601.0,544135.0,79.83
22.362342,70.895516,780.0,7391.0,248.3,2.576,1.08,0.0,0.0,5.0,44.2,100.0,7391.0,28072.0,75973.0,67.11
22.245218,70.761141,2173.0,42373.0,691.7,0.45,2.02,0.0,0.0,5.0,49.2,100.0,42373.0,332292.0,717308.0,81.06
22.309367,70.835713,5902.0,52687.0,1878.7,0.474,2.06,0.0,0.0,5.0,50.0,100.0,52687.0,412145.0,703739.0,82.84
22.273545,70.7,582.0,8285.0,185.3,1.652,0.0,0.0,0.0,5.0,50.0,20.0,8285.0,153024.0,379762.0,62.56
22.34467,70.794943,4460.0,44373.0,1419.7,0.066,2.06,0.0,0.0,5.0,49.2,100.0,44373.0,306588.0,726720.0,84.41
22.323752,70.842995,4857.0,39621.0,1546.0,0.25,3.44,0.0,0.0,5.0,49.2,100.0,39621.0,236147.0,592297.0,86.74
